material,wavelength_nm,n_ref,k_ref,eta_target,mu_fit,rho_fit,eta_fit,material_bias,n_model,n_err
si,450.0,4.7,0.15,1.0,6.17,5.166666666666667,1.0,0.9315053322398302,4.387664619530608,-0.312335380469392
si,550.0,4.3,0.055,0.6283185307179585,6.17,4.918333333333334,1.0,0.9315053322398302,4.184273031386527,-0.11572696861347254
si,650.0,3.88,0.02,0.1933287786824488,6.17,4.918333333333334,0.8833333333333333,0.9315053322398302,3.9738150480574794,0.09381504805747953
si,850.0,3.68,0.006,0.044351896285973545,6.17,4.918333333333334,0.7,0.9315053322398302,3.7997935347686647,0.1197935347686645
si,1000.0,3.57,0.001,0.006283185307179586,6.501666666666666,5.166666666666667,0.6166666666666667,0.9315053322398302,3.78445376625672,0.21445376625672008
sio2,404.7,1.4696,0.0,0.0,1.8583333333333334,2.6833333333333336,0.0,-0.28629483957930063,1.4764754591894111,0.006875459189411126
sio2,435.8,1.4667,0.0,0.0,1.8583333333333334,2.6833333333333336,0.0,-0.28629483957930063,1.4750668066814625,0.008366806681462613
sio2,486.1,1.4631,0.0,0.0,1.8583333333333334,2.6833333333333336,0.0,-0.28629483957930063,1.4735253089098064,0.010425308909806308
sio2,546.1,1.4601,0.0,0.0,1.8583333333333334,2.6833333333333336,0.0,-0.28629483957930063,1.4728774763540007,0.012777476354000727
sio2,589.3,1.4585,0.0,0.0,1.8583333333333334,2.6833333333333336,0.0,-0.28629483957930063,1.4732133127509304,0.014713312750930463
sio2,632.8,1.457,0.0,0.0,1.8583333333333334,2.6833333333333336,0.0,-0.28629483957930063,1.474230166926337,0.017230166926336832
sio2,656.3,1.4565,0.0,0.0,1.5266666666666666,2.6833333333333336,0.0,-0.28629483957930063,1.3861114691880525,-0.0703885308119474
kdemo,450.0,1.5,1.2e-08,1.6755160819145562e-07,1.8583333333333334,2.6833333333333336,0.0,-0.2416028041801274,1.5116773262453989,0.011677326245398856
kdemo,500.0,1.495,8e-09,1.0053096491487336e-07,1.8583333333333334,2.6833333333333336,0.0,-0.2416028041801274,1.5103467477330021,0.015346747733002042
kdemo,550.0,1.492,5.5e-09,6.283185307179585e-08,1.8583333333333334,2.6833333333333336,0.0,-0.2416028041801274,1.5099032215622032,0.017903221562203253
kdemo,600.0,1.49,4e-09,4.1887902047863906e-08,1.8583333333333334,2.6833333333333336,0.0,-0.2416028041801274,1.5103467477330021,0.020346747733002157
kdemo,650.0,1.488,3.2e-09,3.0932604589191806e-08,1.5266666666666666,2.6833333333333336,0.0,-0.2416028041801274,1.4227259567263932,-0.06527404327360675
