wavelength_nm,n_ref,k_ref,eta_target,mu_fit,rho_fit,eta_fit,n_model,n_err
450.0,1.34,0.0,0.0,4.997478008000002,2.35,0.0,1.34,0.0
550.0,1.334,0.0,0.0,4.908570313560801,2.35,0.0,1.334,0.0
650.0,1.331,0.0,0.0,4.86456398391755,2.35,0.0,1.331,0.0
