material,wavelength_nm,n_ref,k_ref,eta_target,mu_fit,rho_fit,eta_fit,material_bias,n_model,n_err
highnlowk,430.0,3.9,0.0009,0.013150852968515411,7.164999485015869,5.911666393280029,0.11666667461395264,0.02199176326394081,3.6351993083953857,-0.2648007869720459
highnlowk,500.0,3.75,0.0007,0.00879645943005142,6.8333330154418945,5.911666393280029,0.10000000894069672,0.02199176326394081,3.5818686485290527,-0.16813135147094727
highnlowk,580.0,3.6,0.0005,0.005416539057913436,6.8333330154418945,5.911666393280029,0.0833333358168602,0.02199176326394081,3.5739638805389404,-0.02603602409362793
highnlowk,660.0,3.48,0.00038,0.003617591540497337,6.501666069030762,5.663332939147949,0.06666667014360428,0.02199176326394081,3.504807233810425,0.024807214736938477
highnlowk,760.0,3.38,0.00027,0.0022321842538664317,6.169999599456787,5.414999485015869,0.05000000447034836,0.02199176326394081,3.439175605773926,0.05917549133300781
highnlowk,880.0,3.3,0.00019,0.0013565968276865014,6.169999599456787,5.414999485015869,0.05000000447034836,0.02199176326394081,3.4480185508728027,0.14801859855651855
highnlowk,1020.0,3.24,0.00013,0.0008007981273856334,6.169999599456787,5.414999485015869,0.03333333507180214,0.02199176326394081,3.4669666290283203,0.22696661949157715
midkcurve,410.0,2.4,0.42,2.0,0.20000000298023224,2.683333158493042,1.366666555404663,-0.07631107419729233,2.4699268341064453,0.06992673873901367
midkcurve,470.0,2.33,0.36,2.0,0.20000000298023224,2.683333158493042,1.366666555404663,-0.07631107419729233,2.415170907974243,0.08517098426818848
midkcurve,530.0,2.29,0.31,2.0,0.20000000298023224,2.683333158493042,1.366666555404663,-0.07631107419729233,2.3637704849243164,0.07377052307128906
midkcurve,610.0,2.26,0.24,2.0,0.20000000298023224,2.683333158493042,1.366666555404663,-0.07631107419729233,2.2797982692718506,0.01979827880859375
midkcurve,690.0,2.3,0.19,1.7301524758900306,0.53166663646698,2.683333158493042,1.2999999523162842,-0.07631107419729233,2.3321187496185303,0.032118797302246094
midkcurve,790.0,2.38,0.14,1.1134758772216988,0.8633332848548889,2.683333158493042,1.1999999284744263,-0.07631107419729233,2.305759906768799,-0.07424020767211914
midkcurve,920.0,2.5,0.1,0.6829549246934332,1.1949999332427979,2.683333158493042,1.1333332061767578,-0.07631107419729233,2.293454647064209,-0.20654535293579102
