wavelength_nm,n_ref,k_ref,eta_target,mu_fit,rho_fit,eta_fit,n_model,n_err
450.0,4.7,0.15,20943.951023931953,756.3505550000001,2.35,1.0,4.7,0.0
550.0,4.3,0.055,6283.185307179586,529.9141549999999,2.35,1.0,4.3,0.0
650.0,3.88,0.02,1933.2877868244882,351.284187008,2.35,1.0,3.8800000000000003,4.440892098500626e-16
850.0,3.68,0.006,443.5189628597355,284.26472652800004,2.35,1.0,3.68,0.0
1000.0,3.57,0.001,62.83185307179586,251.77033781549994,2.35,1.0,3.57,0.0
