wavelength_nm,n_ref,k_ref,eta_target,mu_fit,rho_fit,eta_fit,n_model,n_err
450.0,1.00028,0.0,0.0,1.5517367292561122,2.35,0.0,1.00028,0.0
550.0,1.00027,0.0,0.0,1.5516746780920427,2.35,0.0,1.00027,0.0
650.0,1.00027,0.0,0.0,1.5516746780920427,2.35,0.0,1.00027,0.0
